"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000070939"	1850.80902216531	0.668981526696737	0.1026880967683	0.000278043241644973	0.00115687598833741
"ENSMUSG00000008136"	1019.23886265183	-2.54345385086696	0.156115928863223	3.80039563674556e-47	2.32542564797466e-45
"ENSMUSG00000066877"	840.385159592634	-0.694052383659971	0.102313188401108	0.000101663256191495	0.000446782204600719
"ENSMUSG00000026051"	89.3636613311841	-2.86175538159286	0.309373196861079	1.72142201567668e-17	2.26154348812489e-16
"ENSMUSG00000056870"	257.715630579845	-1.81314623554942	0.152314016107753	1.528099569537e-23	2.83224695319829e-22
"ENSMUSG00000026043"	20401.8393603135	-5.04418496010603	0.219338274328075	2.72956663586778e-104	1.56313182680695e-101
"ENSMUSG00000026042"	2764.09563518645	-4.64742065248828	0.246453960393617	1.32952604259934e-70	2.26668966682547e-68
"ENSMUSG00000104476"	3.9209152028372	-2.45185759912027	1.64382720689587	0.0111396819012048	0.0343692635645731
"ENSMUSG00000025993"	3122.3939679261	-0.728801759066772	0.148797045494134	0.00228737739935554	0.00816727207629202
"ENSMUSG00000025986"	1051.23674919213	-1.2680632734619	0.160042781240523	1.02909865261195e-09	7.728274817564e-09
"ENSMUSG00000045954"	644.994006396878	1.19993950286126	0.138788344448025	5.95214775201227e-11	4.93083337883687e-10
"ENSMUSG00000026107"	1605.89439266651	0.79964640420278	0.158805693527051	0.000928577655780544	0.00356031817411204
"ENSMUSG00000099413"	98.6730250535934	1.90473869822252	0.239282702719904	4.85747438343125e-12	4.39573877145679e-11
"ENSMUSG00000018417"	786.960529148754	-1.50165553721398	0.148064350060392	2.57030210619666e-16	3.16281692781247e-15
"ENSMUSG00000072324"	23.0219909045418	-2.31906009306542	2.7748031946509	0.00935382062804594	0.0293534115367118
"ENSMUSG00000062939"	16.1126162815432	-2.46463019430551	0.673812697672681	0.000145518201528811	0.000626808777809926
"ENSMUSG00000026104"	536.993240672052	-1.23365904209835	0.141698279364071	2.72631678121935e-11	2.31783627680826e-10
"ENSMUSG00000043015"	180.874515061533	-1.54986845255339	0.191614306440866	2.46532422204882e-11	2.10476113055192e-10
"ENSMUSG00000041426"	984.996492321358	1.43966027422936	0.121634154369137	7.23456624372115e-21	1.1649372926263e-19
"ENSMUSG00000043629"	34.4414137771312	2.33498309020497	0.460027892724969	1.17409254324856e-06	6.53268133057131e-06
"ENSMUSG00000026096"	330.690759572049	0.981903616381032	0.134113413202471	2.53363832533031e-07	1.51787227354955e-06
"ENSMUSG00000026094"	402.748809170832	-1.77056711306625	0.199194625583229	4.38304106406881e-14	4.59797271605978e-13
"ENSMUSG00000025981"	764.550070583829	0.621397413067383	0.111273359899722	0.00285934238388213	0.0100236309530095
"ENSMUSG00000025980"	6445.99578545267	1.30270389993881	0.101941358841623	1.42509695184115e-22	2.51208487154066e-21
"ENSMUSG00000073676"	875.09895614432	1.01984987700918	0.168882332603657	1.04815477946733e-05	5.24947357275033e-05
"ENSMUSG00000025978"	155.636092956662	-1.40355403092479	0.210517348621574	5.2672824484839e-08	3.40589132033699e-07
"ENSMUSG00000097649"	19.9112052699482	-1.25057720820306	0.532622590708607	0.0159848818491734	0.0474805627369914
"ENSMUSG00000100215"	43.6678798489635	-1.37377473203711	0.409328649985942	0.00186703077085193	0.00677689992462327
"ENSMUSG00000038331"	601.932704171959	1.28284022342965	0.15551207323862	1.43702863498963e-10	1.1511692085315e-09
"ENSMUSG00000087022"	92.6675375465061	1.62271075067017	0.258811824131752	8.29123232199864e-08	5.24430423901211e-07
"ENSMUSG00000025971"	378.273458718237	0.61530175502806	0.142188595198053	0.0158925799486749	0.0472315210344252
"ENSMUSG00000038305"	570.532153673894	0.759496156420608	0.133215489195246	0.000371145284343978	0.00151206836565823
"ENSMUSG00000054770"	353.490578104729	-0.660073103183721	0.128859703460254	0.00337007464943225	0.0116224903058091
"ENSMUSG00000026039"	36.390563401272	-3.29352665492797	0.496570300167882	2.2385188673961e-10	1.76039015438115e-09
"ENSMUSG00000063558"	39.1884299186617	-1.49340366649218	0.380746514147057	0.000350465792431067	0.00143357197951565
"ENSMUSG00000064294"	31.3650431459795	2.15944600003639	0.552579436759157	9.28054766937122e-05	0.00041027662638111
"ENSMUSG00000038242"	2.78406470995071	-3.41586562090875	2.63140852713002	0.00564510263167833	0.0186257530175659
"ENSMUSG00000038174"	753.340389481852	1.02622739287346	0.201925111342763	0.000140731809893603	0.000607950530399176
"ENSMUSG00000026032"	1761.59913243214	1.22456621069251	0.160429487482449	4.38071361693945e-09	3.12384603833735e-08
"ENSMUSG00000047528"	37.6052450965793	2.03887411990566	0.480340513710967	3.87325847719045e-05	0.000180671167146139
"ENSMUSG00000026029"	1062.24203252824	-0.598143068228637	0.127375088880933	0.0122443263326618	0.0373432724721655
"ENSMUSG00000026028"	3588.46252577918	1.09753759248009	0.116307814557226	6.96595642038508e-12	6.20078400529615e-11
"ENSMUSG00000026027"	1049.33401060379	0.929792673416469	0.0949804410045534	4.59729849351109e-11	3.83405767565634e-10
"ENSMUSG00000026020"	951.61751014209	-0.753201576959639	0.117655696851425	8.74903178571147e-05	0.000388008093530739
"ENSMUSG00000026014"	937.988753054306	-0.882640326708525	0.152353240840426	7.41692899859516e-05	0.000332538051330233
"ENSMUSG00000026012"	24.0894878522164	-2.68243718370606	0.596431553373078	6.39553425059754e-06	3.28287432665699e-05
"ENSMUSG00000026011"	8.73053602088541	-6.0545964644869	2.68036579661287	5.90258973076506e-05	0.000267346256432583
"ENSMUSG00000026009"	32.6091162574354	-3.1149430644144	0.514466786184692	5.61401283042142e-09	3.96531823385933e-08
"ENSMUSG00000025969"	1588.46831124973	-1.39702591618243	0.176483810877805	1.89468166543617e-10	1.50109330669923e-09
"ENSMUSG00000103032"	22.5941725350347	-1.17781722002436	0.404947729587773	0.00806931848943113	0.0256687308279383
"ENSMUSG00000100426"	11.6096707874173	4.07598215393674	0.864080444235779	1.15222205678104e-06	6.42059067269156e-06
"ENSMUSG00000025968"	4408.91587684061	1.77609525610726	0.0934465548231395	1.57975167017035e-55	1.45194130870719e-53
"ENSMUSG00000027520"	11.9090111700654	-2.33108379420669	0.712966132006307	0.000536282221719008	0.00213309477112597
"ENSMUSG00000025964"	53.1386635779239	-3.00584367515843	0.558692889951521	9.00557514387587e-08	5.67203934752746e-07
"ENSMUSG00000044689"	4.87940864593039	-5.04759853508858	2.47126225308275	0.000219547169236481	0.000926212028282501
"ENSMUSG00000025959"	331.34839556139	-0.916566394208868	0.174447629753464	0.00020220290282389	0.000856925926312857
"ENSMUSG00000025956"	284.841529994018	-0.808770516256935	0.162375358412755	0.000929344057113447	0.00356207619993016
"ENSMUSG00000045005"	537.229995103268	0.74392375890959	0.172967701474799	0.00543412191871542	0.0179747747234286
"ENSMUSG00000051344"	426.727965389984	-0.870733675603699	0.128278641136969	6.03485834032114e-06	3.107736365523e-05
"ENSMUSG00000044816"	665.248843224548	1.77751594329234	0.460629513781746	0.000212972963558019	0.000900177548846481
"ENSMUSG00000025946"	3.53727069417271	-2.36488347195733	1.58586268168276	0.0129426615439703	0.0392853224956555
"ENSMUSG00000026003"	5880.09344657049	1.12736729770934	0.108867179148098	3.50375992858717e-14	3.70165441083566e-13
"ENSMUSG00000025997"	203.255364210818	-0.696105635535771	0.159462541178272	0.00718035913841594	0.023144196997746
"ENSMUSG00000026196"	58.192815394281	-2.1302994160727	0.312728361933789	8.81135780455469e-10	6.66642497313429e-09
"ENSMUSG00000026192"	1134.37695833185	-0.85017895802229	0.152171582278832	0.000170114842836519	0.000726591107269234
"ENSMUSG00000026193"	14257.6675969973	-2.97026501249806	0.227997212355267	2.44545592567219e-32	7.40065211977815e-31
"ENSMUSG00000099707"	36.0372751807937	1.83804830242709	0.491272910079977	0.000257663905142108	0.0010772492806896
"ENSMUSG00000101211"	51.3242272137023	2.08884471075841	0.433831128082869	5.12988875830331e-06	2.66134577300688e-05
"ENSMUSG00000097131"	245.134772589368	1.45043185312701	0.200730308596635	3.56520602293849e-09	2.56277152611227e-08
"ENSMUSG00000026189"	4268.67194470702	2.5680490480163	0.151283903746321	6.31918800942751e-51	4.56740275089171e-49
"ENSMUSG00000026188"	432.682409617009	0.914031530512186	0.188470293604959	0.000536951120624698	0.00213461486793022
"ENSMUSG00000039372"	7.71376247266098	-5.8617550709318	2.62667396490852	6.64101911029956e-05	0.000299335057133058
"ENSMUSG00000039323"	228.730615978579	-4.69503827323591	0.743389610689626	1.07543685217794e-10	8.71193567520567e-10
"ENSMUSG00000026185"	10109.6258735117	1.04574065889333	0.138626690255766	5.00473208224088e-08	3.24457725180749e-07
"ENSMUSG00000100444"	3.75104226116089	2.81843605785683	1.36441584690698	0.0049846497293608	0.01660855841497
"ENSMUSG00000055322"	31819.9158932001	1.06871975262186	0.0909510440951898	5.22083765073934e-17	6.68590528048236e-16
"ENSMUSG00000061815"	163.036351723464	3.08593925099202	0.264007190174509	8.77014098601e-27	1.93358666121962e-25
"ENSMUSG00000026180"	21.509262143944	-3.83551068265337	0.732924783648424	2.33151329286985e-07	1.40469430490843e-06
"ENSMUSG00000006304"	5522.16569423917	-0.496402968966804	0.0780242791399186	0.0107503074568765	0.0333006056507462
"ENSMUSG00000064272"	6.44571495909108	-1.92091253225766	0.969262976224986	0.0116083961172834	0.0356226873981048
"ENSMUSG00000006299"	3788.70048594961	0.647885284124577	0.103853827302587	0.000665201870588949	0.00260505323123507
"ENSMUSG00000026179"	1681.09558326322	1.5130030661955	0.169951071942491	4.40137086954728e-13	4.30574756900871e-12
"ENSMUSG00000103013"	11.0170903548008	1.50708299934635	0.59001843284757	0.00723667786637244	0.0233089073359622
"ENSMUSG00000006301"	1207.45152604975	-0.691281044320016	0.100106138498178	8.33068265668592e-05	0.000370558586844102
"ENSMUSG00000073650"	31.1949335279328	-2.3572872579957	0.493426334820481	3.63701200210474e-06	1.91262128690857e-05
"ENSMUSG00000026177"	302.207017994798	-2.85633359730039	0.217632689114875	1.53193074665652e-32	4.71269163854363e-31
"ENSMUSG00000026176"	3353.30035775871	0.59811771205631	0.0905232917615369	0.000918157312818439	0.00352641881762459
"ENSMUSG00000026175"	4391.89425126511	0.950051173836864	0.114252696130877	1.15634171759601e-08	7.94149321057482e-08
"ENSMUSG00000026167"	41.2090938271267	-4.6198492984241	0.641613896178664	4.63664215064655e-12	4.20441598832887e-11
"ENSMUSG00000026205"	666.899342102792	1.61741306432466	0.183294653689229	2.6394215369191e-13	2.61878456710578e-12
"ENSMUSG00000049339"	3495.00018181475	0.805987675961026	0.0930551900258551	6.60778206650519e-08	4.22134452726907e-07
"ENSMUSG00000026198"	46.1344546747	0.945518834684016	0.289443618288218	0.00940688243684385	0.0294909197563827
"ENSMUSG00000033124"	653.946450872531	0.888299351655843	0.149873598935116	5.14150239015721e-05	0.000234970972747639
"ENSMUSG00000026199"	1401.22248073958	0.709571877981543	0.120912607781699	0.000509048030277211	0.00203091795430711
"ENSMUSG00000026200"	2829.1978298428	1.06632790871663	0.139803819332771	2.78804840820918e-08	1.85046874142478e-07
"ENSMUSG00000026201"	1963.52459444367	0.911966471302766	0.0865541524865372	2.75767866706144e-12	2.54820005586058e-11
"ENSMUSG00000026202"	3063.9672298501	1.68254295910861	0.0986991517747147	4.12419135367509e-44	2.23025883033848e-42
"ENSMUSG00000026204"	134.250439278075	-4.40885574015892	0.424793316837977	4.59987669239746e-23	8.27163011658654e-22
"ENSMUSG00000026208"	906.282709754973	-1.68431312980746	0.245559014216468	3.91856861673278e-09	2.80684129204971e-08
"ENSMUSG00000026207"	482.940461226581	-1.29469549852126	0.18087857540477	1.62080405313299e-08	1.09694053705067e-07
"ENSMUSG00000032997"	1241.03130997904	-1.01219097974811	0.122929290302498	5.35568657112035e-09	3.7912489343709e-08
"ENSMUSG00000026211"	560.078940365899	-2.18718564404681	0.164481885363432	7.94386985536212e-31	2.18495553386278e-29
"ENSMUSG00000032968"	198.847025336509	-1.3870977432392	0.18296866907295	1.12511483687964e-09	8.41537668013053e-09
"ENSMUSG00000026213"	1050.61844209903	-0.5366292409789	0.103831037741577	0.0163420698726698	0.0484513193330953
"ENSMUSG00000032908"	686.917288109883	0.838979284922113	0.130419421163111	2.48628296795921e-05	0.000118981452338549
"ENSMUSG00000090486"	2437.19276177037	1.31848355135291	0.179429932812283	6.14066874682141e-09	4.31683021062353e-08
"ENSMUSG00000012187"	739.550329443316	1.36437383103455	0.211146765059432	1.66497901912069e-07	1.01601284122315e-06
"ENSMUSG00000026248"	818.14656835383	0.923384754075051	0.093561061644082	3.83957643660075e-11	3.22258925723567e-10
"ENSMUSG00000026249"	2930.45245743881	-2.96176822216721	0.245512693058815	3.87442296373788e-28	9.12778085148964e-27
"ENSMUSG00000004364"	2818.20523701596	0.540500285717224	0.0730119971647056	0.00113167447983513	0.00427589542084891
"ENSMUSG00000038608"	1280.62435497065	-3.58595903334583	0.22311125488757	6.78446768817338e-50	4.64798470391608e-48
"ENSMUSG00000102721"	2.48219818717203	-3.16067807086269	2.60622204355463	0.00733601473613572	0.0235914403336005
"ENSMUSG00000067158"	6825.80016604651	1.63218771654032	0.0934971977926607	1.77787449220051e-45	1.02602193562806e-43
"ENSMUSG00000079465"	6262.33140977857	2.24486687982137	0.17319875905126	1.46814479685805e-29	3.72608476057132e-28
"ENSMUSG00000097564"	31.272193239941	1.93922322252281	0.345478319987107	3.60424571803432e-07	2.11612050122446e-06
"ENSMUSG00000038496"	431.45774539896	1.76848978172298	0.206849736869208	3.88723267854662e-13	3.82287338805197e-12
"ENSMUSG00000026166"	27.1599405359858	-3.84310118536071	0.775468786995678	3.90399368035577e-07	2.28310539033951e-06
"ENSMUSG00000045658"	262.857169846697	-1.12117603415044	0.218584812901335	6.43766205762142e-05	0.000290755802618639
"ENSMUSG00000073633"	296.960987300955	1.12588903932045	0.23833604199508	0.000194378888475095	0.000825648173298359
"ENSMUSG00000026220"	438.547708641225	1.92203841280261	0.31862207509916	6.73936634951561e-08	4.30294476987083e-07
"ENSMUSG00000072109"	6.63265097904661	-1.95924078775959	0.97173508960229	0.0104634818537793	0.03249577821801
"ENSMUSG00000026222"	877.537779734267	-0.804005033673654	0.192565995533422	0.00422054288527688	0.014290722377164
"ENSMUSG00000052760"	112.160830368719	-2.23857841930625	0.25619517262443	8.13898772161537e-15	8.99881939478008e-14
"ENSMUSG00000026223"	3686.72287555482	-0.926120533103338	0.0832793892056928	1.09875809875905e-13	1.11798010832276e-12
"ENSMUSG00000049608"	5.8898526061026	-2.1169338216352	1.09380715193117	0.0107833864789912	0.033393809431751
"ENSMUSG00000026227"	13.3169580133591	-2.49782524745928	0.754557317720168	0.000383046848356717	0.00155686411486787
"ENSMUSG00000026228"	22.4861722472249	-2.04537240981301	0.681308080005677	0.00108376209409516	0.00410249874737651
"ENSMUSG00000073627"	26.4741195820271	-1.04349086003741	0.382085437492076	0.0156470339095055	0.046576150251219
"ENSMUSG00000026238"	7725.86264876711	-0.974006017781303	0.104846658997197	1.36081149081847e-10	1.09167973548634e-09
"ENSMUSG00000026255"	2606.29178195776	1.6480342254244	0.135983605690219	2.82569503483622e-23	5.15176105371692e-22
"ENSMUSG00000026259"	1552.19854662288	1.81435465557012	0.142111342377292	1.14255177950888e-26	2.50912010261075e-25
"ENSMUSG00000079434"	191.715202672202	1.40040985098155	0.175827211237821	1.68810823716716e-10	1.34506633495866e-09
"ENSMUSG00000026288"	613.610471962773	-1.92524034686522	0.142685249662135	2.99033099524255e-30	7.90367484588723e-29
"ENSMUSG00000083478"	282.330905622998	2.83912037340546	0.265718752479223	2.0222718512125e-22	3.54238584509647e-21
"ENSMUSG00000090165"	736.704831855509	1.15603133844721	0.282251950948374	0.000790093420854623	0.00306246901446844
"ENSMUSG00000090175"	132.173459679819	2.15521890235971	0.274316328484776	2.47732028103451e-12	2.301517103021e-11
"ENSMUSG00000054545"	127.327637662214	1.71301436682767	0.261210627886691	1.52713446831178e-08	1.03700277334373e-07
"ENSMUSG00000090171"	6163.34240892946	3.68182673028434	0.500265208706144	1.2356503113277e-12	1.17484095586176e-11
"ENSMUSG00000089960"	44.3453935175663	2.78059751879264	0.357564805253921	5.15561511000808e-13	5.01942056961292e-12
"ENSMUSG00000079429"	95.1226269215428	-1.35035404524621	0.283553761217666	5.60250411887738e-05	0.000254580522870819
"ENSMUSG00000044783"	714.409308771085	-1.32851903839579	0.131299064501923	3.41208475174635e-15	3.89797958289018e-14
"ENSMUSG00000026295"	3261.19173590293	4.25126092837557	0.212105804735455	7.69359982597459e-78	1.90920953903685e-75
"ENSMUSG00000049866"	730.549048532806	-2.46009029566945	0.150169315146943	3.65201611007471e-47	2.24144154203685e-45
"ENSMUSG00000036206"	1405.41581663479	-0.834445299138484	0.13854451121424	7.16229940078336e-05	0.000321727262303089
"ENSMUSG00000034486"	13.5053864181574	-7.05855280517105	2.64302241197606	5.96312405651788e-07	3.43248486284202e-06
"ENSMUSG00000092627"	23.6685338002226	-4.27238396529217	0.826166040028436	2.52809605651497e-07	1.51495833984989e-06
"ENSMUSG00000100850"	29.3899803984103	3.33150938895766	0.749712958705464	3.55079951201005e-06	1.86992587364378e-05
"ENSMUSG00000048126"	3212.78204666051	-1.8901718467871	0.522103183626098	0.000260743175449206	0.00108951133404725
"ENSMUSG00000026303"	513.26218669569	-0.923397130234149	0.166325967380591	9.22512795514138e-05	0.000407907360423931
"ENSMUSG00000026304"	884.031948862486	1.07792538423936	0.184305898668676	1.13284672833123e-05	5.64502428169339e-05
"ENSMUSG00000034353"	66.8964270215661	-2.29664341962244	0.296670537294752	3.13436835259636e-12	2.87959616564735e-11
"ENSMUSG00000026307"	2466.91529633685	1.20267817715645	0.110141020805229	2.95052055394776e-16	3.61079046859558e-15
