"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000073676"	875.09895614432	-1.01925896559212	0.16887292525838	1.04816250886081e-05	5.24950146957399e-05
"ENSMUSG00000025978"	155.636092956662	1.40420608150651	0.210519193779007	5.2672411643388e-08	3.40586462548763e-07
"ENSMUSG00000097649"	19.9112052699482	1.25276075531612	0.532657997742519	0.0159847960985313	0.0474803080282748
"ENSMUSG00000100215"	43.6678798489635	1.37557859975233	0.40932653222412	0.00186701850900688	0.00677685541689577
"ENSMUSG00000038331"	601.932704171959	-1.28233960412518	0.155504413138447	1.4370418576547e-10	1.15117980089168e-09
"ENSMUSG00000087022"	92.6675375465061	-1.62181134931892	0.258799193995811	8.29130625696508e-08	5.24435100376828e-07
"ENSMUSG00000025971"	378.273458718237	-0.614868268218113	0.142184592648395	0.0158926289291301	0.0472316666005579
"ENSMUSG00000038305"	570.532153673894	-0.759174374454024	0.133204881844621	0.000371146938861275	0.00151207510626189
"ENSMUSG00000054770"	353.490578104729	0.660358335943574	0.12885923564297	0.00337006375057177	0.0116224527185407
"ENSMUSG00000026039"	36.390563401272	3.29611257197315	0.496632739984541	2.2384924410874e-10	1.76036937250866e-09
"ENSMUSG00000063558"	39.1884299186617	1.49485596609143	0.380747714300891	0.000350463478103723	0.00143356251281475
"ENSMUSG00000064294"	31.3650431459795	-2.15638203884021	0.552487638381906	9.28064024202168e-05	0.000410280718854537
"ENSMUSG00000038242"	2.78406470995071	3.40373702957271	2.60863879718114	0.00564506781098313	0.0186256381283051
"ENSMUSG00000038174"	753.340389481852	-1.02545419747466	0.201914031008308	0.000140732863383912	0.000607955081395802
"ENSMUSG00000026032"	1761.59913243214	-1.22410047621112	0.160428499313463	4.3807581984035e-09	3.12387782896372e-08
"ENSMUSG00000047528"	37.6052450965793	-2.03639686572311	0.480273208362437	3.87329633272245e-05	0.000180672932946999
"ENSMUSG00000026029"	1062.24203252824	0.598519240176461	0.127380616399592	0.012244285863852	0.0373431490486509
"ENSMUSG00000026028"	3588.46252577918	-1.09684717950503	0.116281008721878	6.9660222252244e-12	6.20084258183187e-11
"ENSMUSG00000026027"	1049.33401060379	-0.929556295550435	0.0949786981390271	4.59732758066095e-11	3.83408193377452e-10
"ENSMUSG00000026020"	951.61751014209	0.753593996396172	0.117660276172191	8.74899166395512e-05	0.000388006314183427
"ENSMUSG00000026014"	937.988753054306	0.883111221661796	0.152351017075987	7.41688464511975e-05	0.000332535969211416
"ENSMUSG00000026012"	24.0894878522164	2.68528240378789	0.596413391791958	6.39547126071464e-06	3.28284199349117e-05
"ENSMUSG00000026011"	8.73053602088541	6.03140230555869	2.6417309631149	5.90248739938762e-05	0.000267341621533001
"ENSMUSG00000026009"	32.6091162574354	3.11647505673691	0.514446863079892	5.61394975795824e-09	3.96527368419479e-08
"ENSMUSG00000025969"	1588.46831124973	1.39961804282438	0.176416420724503	1.89465945407071e-10	1.50107570937266e-09
"ENSMUSG00000103032"	22.5941725350347	1.17924923374981	0.404971763536159	0.00806928151738252	0.0256686132188038
"ENSMUSG00000100426"	11.6096707874173	-4.0729900656656	0.864142043964076	1.15223738642281e-06	6.42067609490195e-06
"ENSMUSG00000025968"	4408.91587684061	-1.77555841434149	0.0934477721910604	1.57977924269095e-55	1.45196665046336e-53
"ENSMUSG00000027520"	11.9090111700654	2.33420677091974	0.712954947181862	0.000536278228026843	0.00213307888597534
"ENSMUSG00000025964"	53.1386635779239	3.00859740086156	0.55864217002458	9.00545063746128e-08	5.67196092885111e-07
"ENSMUSG00000044689"	4.87940864593039	5.02472475735154	2.43743052286843	0.000219544515503298	0.000926200832876965
"ENSMUSG00000025959"	331.34839556139	0.917079623867151	0.174446977933621	0.000202201809504954	0.000856921292881148
"ENSMUSG00000025956"	284.841529994018	0.809248107261967	0.162373223156769	0.000929339974650274	0.00356204006121112
"ENSMUSG00000045005"	537.229995103268	-0.743338365867703	0.17296046966201	0.00543414656446732	0.0179748562456773
"ENSMUSG00000051344"	426.727965389984	0.871068877261201	0.128277121643526	6.03482813535806e-06	3.10772081104651e-05
"ENSMUSG00000044816"	665.248843224548	-1.77622214657268	0.460351140726991	0.000212976315105487	0.0009001917149065
"ENSMUSG00000025946"	3.53727069417271	2.36689320034101	1.58323866454849	0.0129425657236334	0.0392850316487671
"ENSMUSG00000026003"	5880.09344657049	-1.12605316504444	0.108855508951979	3.50379616437502e-14	3.70169269324275e-13
"ENSMUSG00000025997"	203.255364210818	0.696485128860344	0.159462457372525	0.0071803352480254	0.0231441199926973
"ENSMUSG00000026196"	58.192815394281	2.1311927898714	0.312729740417438	8.81127623143188e-10	6.66636325720866e-09
"ENSMUSG00000026192"	1134.37695833185	0.850656469111733	0.152170281826534	0.000170113848096752	0.000726586858556675
"ENSMUSG00000026193"	14257.6675969973	2.96688483236819	0.2281954262545	2.44536946867979e-32	7.40039047608324e-31
"ENSMUSG00000099707"	36.0372751807937	-1.83543921942896	0.49119759826661	0.000257666204882228	0.00107725889551473
"ENSMUSG00000101211"	51.3242272137023	-2.08666973540021	0.43376873637315	5.12994328444317e-06	2.6613740607376e-05
"ENSMUSG00000097131"	245.134772589368	-1.44973361287499	0.200722352450142	3.56523935349522e-09	2.56279548506476e-08
"ENSMUSG00000026189"	4268.67194470702	-2.56694336228833	0.151272108988886	6.31935384866029e-51	4.56752261669835e-49
"ENSMUSG00000026188"	432.682409617009	-0.913381218901506	0.188460255304951	0.000536954268655267	0.00213462738272459
"ENSMUSG00000039372"	7.71376247266098	5.83477344235534	2.58617796103949	6.64091092233803e-05	0.000299330180705343
"ENSMUSG00000039323"	228.730615978579	4.70293858373125	0.743257907169743	1.07540536568275e-10	8.71168060832736e-10
"ENSMUSG00000026185"	10109.6258735117	-1.04229061133823	0.138746253102777	5.00478279969207e-08	3.24461013202678e-07
"ENSMUSG00000100444"	3.75104226116089	-2.81535984006617	1.36502757024766	0.00498468774314007	0.0166086850746368
"ENSMUSG00000055322"	31819.9158932001	-1.06779266563937	0.0909576773617011	5.22089728172043e-17	6.6859816450656e-16
"ENSMUSG00000061815"	163.036351723464	-3.08489429832854	0.263991949316102	8.77030352283529e-27	1.93362249633764e-25
"ENSMUSG00000026180"	21.509262143944	3.83747512482423	0.732805686581813	2.33148115723103e-07	1.40467494377118e-06
"ENSMUSG00000006304"	5522.16569423917	0.496690103805962	0.0780259891897705	0.0107502800348796	0.0333005207072123
"ENSMUSG00000064272"	6.44571495909108	1.92453686986869	0.969091022239646	0.0116083231004023	0.0356224633311879
"ENSMUSG00000006299"	3788.70048594961	-0.646773701454099	0.103833368514933	0.000665204740440116	0.00260506447010162
"ENSMUSG00000026179"	1681.09558326322	-1.51237501273083	0.169952059043154	4.401428432766e-13	4.30580388162049e-12
"ENSMUSG00000103013"	11.0170903548008	-1.50066064029712	0.589764462373302	0.0072367176157709	0.0233090353664014
"ENSMUSG00000006301"	1207.45152604975	0.691778465704681	0.100101751144556	8.33064888900409e-05	0.0003705570848178
"ENSMUSG00000073650"	31.1949335279328	2.35907935358584	0.493406173331004	3.63697808936031e-06	1.91260345297323e-05
"ENSMUSG00000026177"	302.207017994798	2.85699486916823	0.217631311669001	1.53190357092293e-32	4.7126080376023e-31
"ENSMUSG00000026176"	3353.30035775871	-0.597825245843367	0.0905181259982754	0.000918160628874843	0.00352643155379033
"ENSMUSG00000026175"	4391.89425126511	-0.954278767958275	0.11433485230628	1.15635091708932e-08	7.94155639061281e-08
"ENSMUSG00000026167"	41.2090938271267	4.62159952204867	0.641581211831952	4.63655932543789e-12	4.20434088405724e-11
"ENSMUSG00000026205"	666.899342102792	-1.61668775219848	0.18328711426873	2.63945426945778e-13	2.61881704371701e-12
"ENSMUSG00000049339"	3495.00018181475	-0.805717850607461	0.0930565649486435	6.60782161480203e-08	4.22136979247679e-07
"ENSMUSG00000026198"	46.1344546747	-0.944491459847809	0.289422181778072	0.00940692339918656	0.0294910481748221
"ENSMUSG00000033124"	653.946450872531	-0.887844452694857	0.14987145337517	5.14153215198282e-05	0.000234972332888038
"ENSMUSG00000026199"	1401.22248073958	-0.709118205220045	0.120908824524489	0.000509050326188037	0.00203092711416285
"ENSMUSG00000026200"	2829.1978298428	-1.06596132191952	0.139796936204372	2.78807340783009e-08	1.85048533404093e-07
"ENSMUSG00000026201"	1963.52459444367	-0.911716560820352	0.0865519991853976	2.75769703984933e-12	2.54821703301593e-11
"ENSMUSG00000026202"	3063.9672298501	-1.68228352720219	0.0987000943051107	4.12425603785133e-44	2.23029380991214e-42
"ENSMUSG00000026204"	134.250439278075	4.41058594843073	0.424795415811043	4.5997826841836e-23	8.27146106832179e-22
"ENSMUSG00000026208"	906.282709754973	1.68581243821626	0.245530413942524	3.91851474964631e-09	2.80680270745993e-08
"ENSMUSG00000026207"	482.940461226581	1.29428525747956	0.180903298837343	1.62078968369222e-08	1.09693081198734e-07
"ENSMUSG00000032997"	1241.03130997904	1.01251568206162	0.122926776609868	5.35564751904658e-09	3.79122128971114e-08
"ENSMUSG00000026211"	560.078940365899	2.18742376426002	0.164483792515331	7.94374449514494e-31	2.18492105362767e-29
"ENSMUSG00000032968"	198.847025336509	1.38760245986061	0.182967815464534	1.12510584731764e-09	8.41530944206032e-09
"ENSMUSG00000026213"	1050.61844209903	0.536841078905565	0.103830423299327	0.0163420276857686	0.0484511942564657
"ENSMUSG00000032908"	686.917288109883	-0.838652258798544	0.130415531285963	2.48629610102901e-05	0.000118982080823617
"ENSMUSG00000090486"	2437.19276177037	-1.31739957230607	0.179412598981196	6.14074082122703e-09	4.3168808782274e-08
"ENSMUSG00000012187"	739.550329443316	-1.36331436229166	0.211158597056456	1.66499654460533e-07	1.0160207717202e-06
"ENSMUSG00000026248"	818.14656835383	-0.923210326952011	0.0935601911262392	3.83959962234868e-11	3.2226087172317e-10
"ENSMUSG00000026249"	2930.45245743881	2.95568442548105	0.245488508960935	3.87431059550915e-28	9.12751612237357e-27
"ENSMUSG00000004364"	2818.20523701596	-0.540366103345579	0.0730114417199437	0.00113167765129964	0.00427590740384471
"ENSMUSG00000038608"	1280.62435497065	3.58653043095829	0.223120663105111	6.78426445969742e-50	4.64784547370804e-48
"ENSMUSG00000102721"	2.48219818717203	3.14754148225378	2.58383697101855	0.00733597511594022	0.0235913129214411
"ENSMUSG00000067158"	6825.80016604651	-1.63149118768569	0.093500822832714	1.77790407780228e-45	1.02603900965468e-43
"ENSMUSG00000079465"	6262.33140977857	-2.24241042591754	0.173279127856525	1.46817996612202e-29	3.72617401856467e-28
"ENSMUSG00000097564"	31.272193239941	-1.93813779727794	0.345464196106023	3.6042757383217e-07	2.11613812670023e-06
"ENSMUSG00000038496"	431.45774539896	-1.76769075717593	0.206839166327702	3.88728272479202e-13	3.82292260570256e-12
"ENSMUSG00000026166"	27.1599405359858	3.84536759889518	0.775288882493506	3.90393660264023e-07	2.28307201056211e-06
"ENSMUSG00000045658"	262.857169846697	1.12175396587957	0.218588015683866	6.43761754845448e-05	0.000290753792370439
"ENSMUSG00000073633"	296.960987300955	-1.12498458603421	0.238313803442467	0.00019438033037818	0.000825654297958592
"ENSMUSG00000026220"	438.547708641225	-1.92011205113193	0.318575214063044	6.73946537637599e-08	4.30300799645459e-07
"ENSMUSG00000072109"	6.63265097904661	1.96282736522794	0.971537138201982	0.0104634144815991	0.0324955707681347
"ENSMUSG00000026222"	877.537779734267	0.805012318270039	0.192565499304301	0.0042205196525113	0.014290643711217
"ENSMUSG00000052760"	112.160830368719	2.23939664252068	0.256195043060442	8.13889507049032e-15	8.99871695565994e-14
"ENSMUSG00000026223"	3686.72287555482	0.926439346217484	0.0832802154609117	1.09875011391096e-13	1.11797198378531e-12
"ENSMUSG00000049608"	5.8898526061026	2.12045930538042	1.09334717588887	0.0107833091739359	0.0333935700347595
"ENSMUSG00000026227"	13.3169580133591	2.50047265062002	0.754433613396415	0.000383043644283249	0.00155685109216052
"ENSMUSG00000026228"	22.4861722472249	2.04884968530241	0.681219363407816	0.00108375273749522	0.00410246332868107
"ENSMUSG00000073627"	26.4741195820271	1.0448422779716	0.382106563077423	0.0156469670565199	0.0465759512515413
"ENSMUSG00000026238"	7725.86264876711	0.974361390314025	0.104811113489144	1.36079970176915e-10	1.09167027799254e-09
"ENSMUSG00000026255"	2606.29178195776	-1.64752607191072	0.135981572715166	2.82573778500082e-23	5.15183899511905e-22
"ENSMUSG00000026259"	1552.19854662288	-1.81387915118574	0.14210666400477	1.14256980984378e-26	2.50915969843177e-25
"ENSMUSG00000079434"	191.715202672202	-1.39991049896794	0.175822787388518	1.68812254782854e-10	1.34507773753845e-09
"ENSMUSG00000026288"	613.610471962773	1.92568909482947	0.142684139641424	2.99028931843692e-30	7.90356469088403e-29
"ENSMUSG00000083478"	282.330905622998	-2.83779905197987	0.26570233810777	2.02231110707702e-22	3.54245460905555e-21
"ENSMUSG00000090165"	736.704831855509	-1.15438864650157	0.282211059445052	0.000790100695789632	0.00306249721273267
"ENSMUSG00000090175"	132.173459679819	-2.15404839156734	0.274293158829266	2.47735224034281e-12	2.30154679433512e-11
"ENSMUSG00000054545"	127.327637662214	-1.7120399051437	0.261196203369036	1.5271499231076e-08	1.03701326794421e-07
"ENSMUSG00000090171"	6163.34240892946	-3.66995930482203	0.499064977814746	1.23570094102095e-12	1.17488909394474e-11
"ENSMUSG00000089960"	44.3453935175663	-2.77923915932951	0.357542801622143	5.15567976019824e-13	5.01948351195587e-12
"ENSMUSG00000079429"	95.1226269215428	1.35142424120118	0.283549499349448	5.60246412421292e-05	0.000254578705493736
"ENSMUSG00000044783"	714.409308771085	1.32886111450298	0.131297900263338	3.41205248625806e-15	3.89794272266432e-14
"ENSMUSG00000026295"	3261.19173590293	-4.25028341188389	0.212087123986626	7.69391509170902e-78	1.90928777398032e-75
"ENSMUSG00000049866"	730.549048532806	2.46093605172268	0.150174065520743	3.65194894206058e-47	2.24138866976609e-45
"ENSMUSG00000036206"	1405.41581663479	0.835162984395564	0.138539415166082	7.16225795975861e-05	0.000321725400790927
"ENSMUSG00000034486"	13.5053864181574	7.02416803395249	2.59118350381794	5.96297410948857e-07	3.43239855054943e-06
"ENSMUSG00000092627"	23.6685338002226	4.27508879324772	0.82601251328941	2.52805345667515e-07	1.51493281195017e-06
"ENSMUSG00000100850"	29.3899803984103	-3.32669508016485	0.749536815967872	3.55084904293925e-06	1.8699519576752e-05
"ENSMUSG00000048126"	3212.78204666051	1.90798762337977	0.521292717083513	0.000260737612960582	0.0010894880912744
"ENSMUSG00000026303"	513.26218669569	0.923881406172086	0.16632324232308	9.22507403159033e-05	0.000407904976086989
"ENSMUSG00000026304"	884.031948862486	-1.07718885884198	0.184296234498592	1.13285581300075e-05	5.64506955099481e-05
"ENSMUSG00000034353"	66.8964270215661	2.29756541771451	0.296676179059994	3.13433694265933e-12	2.8795673088175e-11
"ENSMUSG00000026307"	2466.91529633685	-1.20313448172328	0.110135027364274	2.95055046256835e-16	3.61082707019186e-15
